"","Cluster ID","Average Coverage","SD Coverage","Average Divergence","SD Divergence","Slope","Estimated Half-life","Top Hit","No. of Hits","%cluster","%genome"
"99","CL129",81.4751219512195,NA,0.054289675,NA,NA,NA,"LTR.Gypsy","725hits","24.9%","0.093"
"100","CL130",78.002081300813,17.8731129006611,0.0371770795,0.016309212114865,"-6.06305708584783",0.114323050359837,"Simple_repeat","139hits","2.55%","0.09"
"101","CL135",44.9016585365854,NA,0.039522171,NA,NA,NA,"LTR.Copia","100hits","3.43%","0.077"
"102","CL136",60.2146178861789,3.02095863334831,0.045326738,0.00621812119599648,"0.735214008305943",-0.942782880534435,"LTR.Gypsy","834hits","34.8%","0.076"
"103","CL138",36.4507479674797,14.3768986741395,0.03043854575,0.00561730182897879,"13.3914046648403",-0.0517606030067802,"LTR.Gypsy","1212hits","55.3%","0.071"
"104","CL140",53.3690081300813,33.3962570884889,0.0509043535,0.0123453101387178,"-19.4569465371138",0.0356246638822685,"DNA.CMC.EnSpm","891hits","39.5%","0.07"
"105","CL142",275.918048780488,NA,0.057521084,NA,NA,NA,"Simple_repeat","78hits","1%","0.069"
"106","CL144",123.029918699187,0.450248805711853,0.061157856,0.0131940100819634,"0.12046206442387",-5.75407024506044,"LTR","61hits","2.58%","0.067"
"107","CL145",171.942113821138,141.820555382721,0.0665807585,0.014199269144544,"28.865943796298",-0.0240126283571868,"LINE.L1","49hits","1.83%","0.066"
"108","CL147",150.417886178862,28.3849908475137,0.062909765,0.00658700230845504,"12.516515950812",-0.0553786040207923,"LTR.Gypsy","21hits","0.449%","0.063"
"109","CL148",106.647197831978,50.5824980688911,0.0675802166666667,0.0217345610615693,"11.4526149698515",-0.0605230493109761,"LTR.","420hits","17.2%","0.063"
"110","CL149",142.611382113821,NA,0.047681834,NA,NA,NA,"Simple_repeat","114hits","2.88%","0.063"
"111","CL150",96.2936585365855,23.9487293767332,0.022891579,0.00088837926139797,"122.859576403113",-0.00564178390364679,"LTR.Copia","1436hits","77.6%","0.062"
"112","CL153",82.1863414634146,13.3313198479704,0.026068334,0.00898383973823621,"7.87610064124133",-0.0880063894727862,"DNA.MULE.MuDR","31hits","1.52%","0.058"
"113","CL155",71.5337886178862,15.2296572874702,0.0356928784,0.00951402333974914,"2.34469650945494",-0.295623411287919,"DNA.MULE.MuDR","42hits","1.93%","0.055"
"114","CL159",64.0148075880759,13.5766514589357,0.0594394873333333,0.0124428111786782,"-6.8890792109576",0.100615359373056,"Simple_repeat","49hits","0.859%","0.05"
"115","CL161",147.943414634146,NA,0.023827577,NA,NA,NA,"LTR.Gypsy","998hits","69.8%","0.047"
"116","CL165",75.5297777777777,28.9748268210873,0.0482172346666667,0.00404056257168743,"40.3732443194048",-0.017168478586369,"LTR.Copia","52hits","3.57%","0.043"
"117","CL166",60.5630894308943,8.33017901381916,0.0576109485,0.00626518611784893,"-8.89832876626839",0.0778963329819318,"LTR.Copia","875hits","69.1%","0.042"
"118","CL167",68.0289864498645,8.03417298987645,0.0368264266666667,0.000556742843554667,"-80.2640947207588",0.00863583128883998,"LTR.Copia","11hits","0.223%","0.042"
"119","CL168",74.3856910569106,NA,0.034159931,NA,NA,NA,"Simple_repeat","62hits","1.9%","0.041"
"120","CL170",57.8576693766938,7.75271972515743,0.030688353,0.00529486647669524,"10.659496337976",-0.0650262600204205,"Simple_repeat","22hits","0.933%","0.039"
"121","CL171",39.5737886178862,7.86803386329741,0.0540647645,0.000801915635984026,"-86.622891323736",0.00800189384084911,"LTR.Gypsy","135hits","11%","0.038"
"122","CL174",81.1033821138212,71.6098420002143,0.029347359,0.00429804391763882,"104.613398201358",-0.0066257973880725,"Simple_repeat","116hits","3.28%","0.038"
"123","CL175",42.1358699186992,13.2811900013692,0.044434273,0.00842475727640968,"16.5258136582183",-0.0419433012434606,"LTR.Copia","711hits","63.4%","0.037"
"124","CL177",62.5482601626016,21.5071299031453,0.0605879505,0.00321058652017236,"47.4627155237713",-0.0146040354604824,"LTR.Copia","699hits","69%","0.035"
"125","CL178",35.7279219512195,5.56244256339978,0.0510504738,0.00518963420232849,"1.90340045641719",-0.36416255876321,"LTR.Gypsy","57hits","4.81%","0.034"
"126","CL181",119.840325203252,106.557197693304,0.0352354585,0.00488761187412263,"-92.9034650494965",0.0074609400218889,"Simple_repeat","45hits","1.31%","0.033"
"127","CL183",44.2098211382114,0.224526523951427,0.079749897,0.0019843580026845,"1.1115142790246",-0.623606186299481,"LTR.Copia","438hits","42.7%","0.032"
"128","CL184",81.0497560975609,24.5811012948674,0.038066147,0.00543002005094198,"-24.639215628001",0.028131868766643,"DNA.CMC.EnSpm","83hits","6.43%","0.032"
"129","CL185",37.9148617886179,7.20523576729388,0.0356787983333333,0.00388423888647304,"10.5431074995909",-0.0657441063355221,"LTR.Gypsy","33hits","2.67%","0.03"
"130","CL186",36.7399349593496,10.5811079875029,0.05172700175,0.00538594658438709,"-15.8396821851658",0.0437601697090295,"LTR.Copia","533hits","56.3%","0.03"
"131","CL188",127.709918699187,NA,0.053361961,NA,NA,NA,"Simple_repeat","50hits","2.94%","0.03"
"132","CL189",80.3554471544716,1.6119735076805,0.053069847,0.00714940817215313,"-1.21866946004191",0.568773735034031,"Simple_repeat","15hits","0.616%","0.03"
"133","CL190",48.1111869918699,4.94891963597665,0.0353584575,0.00209471969355819,"21.3643836624619",-0.0324440522839811,"Simple_repeat","23hits","1.13%","0.03"
"134","CL191",55.2856910569106,7.39590001970419,0.02691058,0.00984442263206573,"5.9193328040161",-0.117098869671539,"Simple_repeat","43hits","2.54%","0.029"
"135","CL194",75.7843902439025,2.00933302569364,0.0395886705,0.0100941706258605,"-1.14087147808802",0.607559391108265,"Simple_repeat","4hits","0.126%","0.027"
